date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2012_08_10 01:49:45	66.2	29.9	58.1	75	145.4	12	6.6
2012_08_10 01:56:05	66.3	29.9	58.1	74.8	145	12	6.6
2012_08_10 02:02:29	66.2	29.9	58	75	145	12	5.2
2012_08_10 02:08:50	66.1	29.9	57.7	74.2	145	6	5
2012_08_10 02:15:10	65.9	29.9	57.6	74.4	145.6	6	4.8
2012_08_10 02:21:35	66	29.9	57	72.8	145	6	4.6
2012_08_10 02:27:56	66.1	29.9	57.8	74.4	145	8	5.6
2012_08_10 02:34:22	66.2	29.9	58	74.8	145	10	8.4
2012_08_10 02:40:42	66	29.9	57.6	74.2	145	10	7.4
2012_08_10 02:47:02	66	29.9	57.1	73	145	10	5
2012_08_10 02:53:23	66	29.9	57.3	73.6	145	10	4.4
2012_08_10 02:59:44	66	29.9	57.7	74.4	145	10	4.2
2012_08_10 03:06:09	65.9	29.9	56.7	72	145.2	8	6.2
2012_08_10 03:12:30	66	29.9	55.8	69.6	145	8	4.4
2012_08_10 03:18:50	66.2	29.9	55.3	68	145.4	8	3
2012_08_10 03:25:10	66.2	29.9	55.3	68	145	8	2.6
2012_08_10 03:31:30	66.1	29.9	55.6	69	145.4	8	4.8
2012_08_10 03:38:04	65.9	29.9	55.7	69.6	145	7	5.6
2012_08_10 03:45:55	65.7	29.9	56	70.8	145.2	8	5.6
2012_08_10 03:52:26	65.5	29.9	55.4	69.8	145.4	8	3.8
2012_08_10 03:59:47	65.4	29.9	55.7	70.8	145.6	8	3.2
2012_08_10 04:10:26	65.3	29.9	56.5	73.2	145.6	5	2.6
2012_08_10 04:16:45	65.2	29.9	56.5	73.4	145.4	5	3.2
2012_08_10 04:23:04	65.2	29.9	56.1	72.4	145	5	1.8
2012_08_10 04:29:22	65.2	29.9	56.3	72.8	145.8	5	2
2012_08_10 04:35:43	65.3	29.9	56.4	72.8	145	7	4.8
2012_08_10 04:42:06	65.2	29.9	55.9	72	144	7	5
2012_08_10 04:48:25	65	29.9	57.5	76.6	144	7	4.4
2012_08_10 04:54:44	64.5	29.9	57.3	77.4	144	7	3
2012_08_10 05:01:05	64.3	29.9	57.1	77.6	144	7	1.4
2012_08_10 05:07:25	64.2	29.9	57.5	78.8	144	6	3.2
2012_08_10 05:13:44	64	29.9	57.2	78.4	144	6	2
2012_08_10 05:20:03	63.9	29.9	56.9	77.8	144	6	1.4
2012_08_10 05:26:23	63.8	29.9	56.4	76.8	144	6	1.4
2012_08_10 05:32:46	63.8	29.9	56.8	77.8	144	6	1.2
2012_08_10 05:39:05	63.9	29.9	57	78.4	144	4	2.4
2012_08_10 05:45:25	64	29.9	57.3	78.8	144	5	1.8
2012_08_10 05:51:45	64	29.9	57.1	78.2	144	5	0
2012_08_10 05:58:04	64.1	29.9	57.4	78.8	144	5	0
2012_08_10 06:04:24	64.4	29.9	57.2	77.4	144	5	2.4
2012_08_10 06:10:45	65	29.9	57	75.2	129.2	7	4.4
2012_08_10 06:18:06	65.2	29.9	57	74.8	63.8	7	4.2
2012_08_10 06:24:29	65.3	29.9	57.3	75.4	57.2	7	4.2
2012_08_10 06:31:05	65.7	29.9	57.4	74.4	54.8	7	4
2012_08_10 06:37:50	66	29.9	57.7	74.6	47	5	3.4
2012_08_10 06:44:48	66.2	29.9	57.7	74	44.8	5	2.4
2012_08_10 06:53:30	66.2	29.9	57.4	73.4	44.8	6	2.8
2012_08_10 07:00:59	65.7	29.9	57.6	75	45	6	0
2012_08_10 07:07:21	66.2	29.9	56.2	70.4	34	7	4.6
2012_08_10 07:13:42	66.1	29.9	56.1	70.4	79.2	9	6
2012_08_10 07:20:04	65.7	29.9	56.4	71.8	9	9	6.6
2012_08_10 07:26:25	65.5	29.9	56.4	72.4	8.2	9	5.6
2012_08_10 07:33:24	65.6	29.9	56.7	73	7.4	9	6.4
2012_08_10 07:40:59	65.7	29.9	56.3	71.6	148.6	7	5
2012_08_10 07:49:20	66	29.9	55.8	69.8	360	7	4.6
2012_08_10 07:55:51	66.2	29.9	56.3	70.6	360	7	5
2012_08_10 08:02:12	66	29.9	56.3	71	360	7	5.6
2012_08_10 08:08:33	65.8	29.9	56	70.6	360	7	5
2012_08_10 08:14:54	65.7	29.9	56.1	71.2	220.4	7	4.8
2012_08_10 08:21:16	65.6	29.9	56.2	71.6	8.2	7	4.8
2012_08_10 08:27:40	65.8	29.9	56.2	71.4	289.8	7	3.8
2012_08_10 08:34:00	65.8	29.9	56.5	71.8	360	7	2.4
2012_08_10 08:40:26	65.9	29.9	56.4	71.4	360	5	1.2
2012_08_10 08:46:47	66.2	29.9	56.1	70.2	360	5	1
2012_08_10 08:53:07	66.3	29.9	56.6	71	360	5	1.8
2012_08_10 08:59:28	66.2	29.9	56.3	70.4	360	5	1.6
2012_08_10 09:05:54	66.3	29.9	56.2	70	360	3	1.6
2012_08_10 09:12:23	66.4	29.9	55.8	68.8	360	3	0.6
2012_08_10 09:18:44	66.5	29.9	55.1	66.8	360	4	1.8
2012_08_10 09:25:05	66.6	29.9	55	66.2	360	4	2.2
2012_08_10 09:31:25	66.6	29.9	54.6	65.2	360	4	2
2012_08_10 09:37:46	66.7	29.9	54.6	65	360	5	3.6
2012_08_10 09:44:18	66.6	29.9	54.4	64.8	360	5	2
2012_08_10 09:50:39	66.7	29.9	54.5	64.8	360	5	3.4
2012_08_10 09:57:00	66.8	29.9	54.4	64.4	360	5	2.4
2012_08_10 10:03:23	66.9	29.9	55.3	66.4	360	5	3
2012_08_10 10:09:44	67.2	29.9	55.3	65.6	360	5	2.8
2012_08_10 10:16:05	67.1	29.9	55.8	67	360	5	2.6
2012_08_10 10:22:26	67.1	29.9	56.1	67.8	360	5	2.8
2012_08_10 10:28:48	67.2	29.9	55.4	65.8	360	5	1.2
2012_08_10 10:35:09	67.4	29.9	55.6	65.8	360	3	0.6
2012_08_10 10:41:30	67.6	29.9	55.4	64.8	360	3	0.4
2012_08_10 10:47:52	67.7	29.9	55.4	64.8	360	3	0.8
2012_08_10 10:54:15	67.7	29.9	55.5	64.8	360	3	0
2012_08_10 11:00:36	67.9	29.9	55.3	64	360	3	0
2012_08_10 11:13:21	69.1	29.9	56.1	63.2	360	1	0
2012_08_10 11:19:43	68.9	29.9	56	63.6	360	2	0.6
2012_08_10 11:26:05	68.6	29.9	56.3	64.8	360	2	0
2012_08_10 11:32:41	68.6	29.9	55.5	62.8	360	2	0
2012_08_10 11:40:04	69	29.9	55.5	62.2	360	1	0.2
2012_08_10 11:48:35	69.3	29.9	55.1	60.8	360	1	0
2012_08_10 11:54:59	69.4	29.9	56.3	63	360	1	0
2012_08_10 12:01:29	69.3	29.9	55.9	62.4	360	2	0.2
2012_08_10 12:07:50	69.4	29.9	55.5	61.4	360	1	0
2012_08_10 12:14:11	69.5	29.9	55.5	61	360	1	0
2012_08_10 12:20:32	69.9	29.9	56.2	61.8	360	1	0
2012_08_10 12:26:53	70.3	29.9	55	58.4	360	1	0
2012_08_10 12:33:19	70.6	29.9	55.5	58.8	360	1	0
2012_08_10 13:11:31	72.8	29.9	55	53.6	360	1	0
2012_08_10 13:17:58	73.1	29.9	55.3	53.6	360	1	0
2012_08_10 13:24:28	74.1	29.9	55.3	51.8	360	1	0
2012_08_10 13:30:51	75	29.9	56	51.6	360	1	0
2012_08_10 14:21:44	75.5	29.9	56.3	51.4	360	1	0.2
2012_08_10 14:28:06	74.6	29.9	56.5	53.2	360	1	0
2012_08_10 14:34:28	74.4	29.9	56.3	53.2	360	1	0
2012_08_10 14:47:21	75.1	29.9	56.8	53	360	3	0.8
2012_08_10 14:53:42	74.9	29.9	58.2	56	360	3	0.6
2012_08_10 15:00:03	75	29.9	56.5	52.6	360	3	0
2012_08_10 15:06:44	75.3	29.9	58.4	55.8	360	2	1.2
2012_08_10 15:13:49	75.5	29.9	56.5	51.6	360	2	0.4
2012_08_10 15:23:52	75.9	29.9	58.7	55.2	360	4	0.4
2012_08_10 15:30:14	76.1	29.9	58.6	54.6	360	4	1.4
2012_08_10 15:36:36	76.1	29.9	59.9	57.2	360	3	1.8
2012_08_10 15:43:00	76.3	29.8	60.1	57.4	360	3	1.2
2012_08_10 15:49:22	76.5	29.8	60.6	58	360	3	1.4
2012_08_10 15:55:43	76.5	29.8	61	58.8	341.4	4	3
2012_08_10 16:02:05	76.5	29.8	61.6	60	337	4	2
2012_08_10 16:08:25	76.6	29.8	61.5	59.6	337	4	2.2
2012_08_10 16:14:47	76.7	29.8	61.9	60.2	337	4	0.2
2012_08_10 16:21:12	77.1	29.8	61.8	59.4	337	4	1.2
2012_08_10 16:27:34	77.2	29.8	62.3	60.2	337	5	3.4
2012_08_10 16:33:56	77	29.8	63	62	337	5	2
2012_08_10 16:40:17	77.3	29.8	63	61.6	337	4	1.8
2012_08_10 16:46:39	77.2	29.8	63.3	62.4	337	4	1.2
2012_08_10 16:53:00	77.3	29.8	63.3	62	337	5	1.8
2012_08_10 16:59:23	77.3	29.8	63.8	63.2	327.2	5	0.2
2012_08_10 17:10:19	77.3	29.8	64.5	64.6	327.4	5	3.6
2012_08_10 17:16:53	76.9	29.8	64.4	65.4	299.8	6	4
2012_08_10 17:23:14	76.6	29.8	63.4	63.8	286	6	2
2012_08_10 17:29:35	76.9	29.8	64.2	64.8	286	6	2.8
2012_08_10 17:35:58	76.9	29.8	63.5	63.4	286	5	2
2012_08_10 17:42:20	76.9	29.8	62.3	60.8	286	5	1
2012_08_10 17:48:43	77.1	29.8	63.4	62.6	286	5	1.6
2012_08_10 17:55:09	77.6	29.8	62.6	60	286	5	0
2012_08_10 18:01:29	78.4	29.8	61.5	56.2	286	5	2
2012_08_10 18:07:49	77.6	29.8	61.9	58.6	286	5	0.2
2012_08_10 18:14:13	78.2	29.8	62.4	58.4	286	5	1.2
2012_08_10 18:20:33	78.9	29.8	61.8	55.8	286	5	0.6
2012_08_10 18:26:54	79	29.8	61.3	54.6	286	5	0.8
2012_08_10 18:33:15	79.3	29.8	62.5	56.4	286	5	0.4
2012_08_10 18:39:35	79.9	29.8	63	56.4	278.8	9	1.4
2012_08_10 18:45:55	79.6	29.8	56.6	45.4	211.4	9	1.4
2012_08_10 18:52:17	79.7	29.8	57.2	46.2	206.6	9	2.8
2012_08_10 18:58:37	79.5	29.8	60.4	52.2	205	9	0.4
2012_08_10 19:05:00	79.3	29.8	60.9	53.4	205	2	0
2012_08_10 19:11:22	79.1	29.8	61.7	55.2	205	2	0
2012_08_10 19:18:02	78.6	29.8	61.2	55.2	208.2	4	1.6
2012_08_10 19:26:40	76.9	29.8	59.6	55.2	223.2	5	0.4
2012_08_10 19:33:32	76.8	29.8	61.8	60	170.6	5	1.8
2012_08_10 19:39:59	76.8	29.8	60.2	56.6	97.4	5	2.8
2012_08_10 19:46:18	76.7	29.8	61.8	60	101	5	1
2012_08_10 19:52:39	76.2	29.8	62	61.6	144	5	0.4
2012_08_10 19:59:02	75.7	29.8	62.5	63.8	142.6	10	2.2
2012_08_10 20:05:22	75.8	29.8	61.4	61	150.2	15	8.2
2012_08_10 20:11:44	75.8	29.8	62	62.4	143.8	15	12.6
2012_08_10 20:18:04	75.8	29.8	61.2	60.6	143.4	18	14
2012_08_10 20:24:24	75.7	29.8	60.5	59.2	144.4	18	14.2
2012_08_10 20:30:45	75.3	29.8	60.7	60.6	145.4	19	15.2
2012_08_10 20:37:06	75.1	29.8	59.9	59.2	138.8	20	17
2012_08_10 20:43:27	74.7	29.8	59.5	59	139.2	21	18.8
2012_08_10 20:49:47	74.7	29.8	58.4	57	143	21	17.4
2012_08_10 20:56:07	74.5	29.8	59.5	59.6	144.6	21	14.6
2012_08_10 21:02:27	74.3	29.8	59.7	60.4	143.4	21	17.6
2012_08_10 21:08:48	74	29.8	58	57.4	141.2	21	17.8
2012_08_10 21:15:19	73.9	29.8	58.2	58	141	21	16.2
2012_08_10 21:21:40	73.4	29.8	58.7	60	153.4	21	13.6
2012_08_10 21:28:00	73.2	29.8	57.5	58	146.6	21	15.4
2012_08_10 21:34:20	73.1	29.8	57.5	58	149.6	21	14.6
2012_08_10 21:40:41	73	29.8	57.4	58	144.2	19	14.6
2012_08_10 21:47:04	73	29.8	59.3	62.2	151.8	19	12.2
2012_08_10 21:53:24	72.7	29.8	56.2	56.2	146.8	22	19
2012_08_10 21:59:45	72.5	29.8	57.9	60.2	153.2	22	15.8
2012_08_10 22:06:05	72.2	29.8	55.7	56	152	20	17.4
2012_08_10 22:12:25	72	29.9	56.2	57.4	143.8	22	14.8
2012_08_10 22:18:48	72	29.9	58.8	63.2	161.6	22	9.2
2012_08_10 22:25:09	71.9	29.9	57.3	60.2	152.4	22	14.2
2012_08_10 22:31:30	71.7	29.9	58.5	63.2	152.8	22	10.8
2012_08_10 22:37:51	71.3	29.9	58.9	65	144	13	11.4
2012_08_10 22:44:11	71.4	29.9	57.9	62.4	144	13	10.4
2012_08_10 22:50:31	71.3	29.9	58.8	64.6	155.6	13	10.2
2012_08_10 22:56:52	71.2	29.9	57.7	62.4	162.6	14	10.4
2012_08_10 23:03:13	71.6	29.9	56.9	59.8	159.2	18	13.2
2012_08_10 23:10:00	71.4	29.9	54.8	55.8	148.2	19	14.2
2012_08_10 23:17:18	71	29.9	57.6	62.6	147.6	19	10
2012_08_10 23:24:16	70.7	29.9	55.2	58	142.2	19	8.2
2012_08_10 23:30:41	70.7	29.9	58.4	65	139	19	8.6
2012_08_10 23:37:03	70.3	29.9	58.4	66	141.6	11	9.8
2012_08_10 23:43:28	70.3	29.9	59	67.4	142.2	12	8.6
2012_08_10 23:49:50	70.5	29.9	57.7	64	150.8	12	10
2012_08_10 23:56:11	70.4	29.9	57.5	63.6	149	13	11
2012_08_11 00:02:30	70.8	29.9	55.4	58.2	147.6	15	12
2012_08_11 00:08:54	70.4	29.9	58.8	66.8	137.2	13	10.4
2012_08_11 00:15:16	69.6	29.9	58.5	67.8	131.2	13	11
2012_08_11 00:21:33	69.2	29.9	57.4	66	126	14	12.2
2012_08_11 00:27:50	69.2	29.9	58.1	67.8	131.8	15	12.6
2012_08_11 00:34:07	69.2	29.9	56.7	64.6	152.8	15	11.8
2012_08_11 00:40:24	69	29.9	56.6	64.6	151.8	15	12
2012_08_11 00:46:41	68.7	29.9	55.2	62.2	149.4	15	11.8
2012_08_11 00:52:57	68.5	29.9	56.1	64.4	144.4	15	8.8
2012_08_11 00:59:14	69	29.9	56.7	64.8	149	15	3.2
2012_08_11 01:05:35	69.4	29.9	58.2	67.6	149	6	4.4
2012_08_11 01:11:52	69.6	29.9	56.6	63.4	139.8	11	6.6
2012_08_11 01:18:09	69.7	29.9	55.8	61.2	137.6	11	8.6
2012_08_11 01:24:25	69.5	29.9	56.2	62.6	133.8	14	10.8
2012_08_11 01:30:42	69.1	29.9	55.2	61.2	144.2	14	7
2012_08_11 01:37:01	69.4	29.9	57.1	65	145	8	5.4
2012_08_11 01:43:17	69.4	29.9	57.3	65.4	145	8	1.6
2012_08_11 01:49:34	69.6	29.9	58.1	66.8	145	8	0
2012_08_11 01:55:50	69.5	29.9	57.6	65.8	145.6	11	7.4
2012_08_11 02:02:07	69.1	29.9	57	65.4	150	11	6.6
2012_08_11 02:08:29	68.8	29.9	57.4	67	150.8	12	8.4
2012_08_11 02:14:46	68.6	29.9	57.4	67.4	140.8	12	9.4
2012_08_11 02:21:02	68.5	29.9	57.5	68	141.2	12	9.4
2012_08_11 02:27:19	68.3	29.9	57.3	67.8	139.8	13	10.4
2012_08_11 02:33:35	68.3	29.9	55.6	63.8	138.6	13	7.8
2012_08_11 02:39:54	68.7	29.9	54.8	61.2	132	9	3.6
2012_08_11 02:46:10	69	29.9	55	61	132	9	0
2012_08_11 02:52:35	69.1	29.9	55.2	61.2	132	9	0
2012_08_11 03:01:32	69.2	29.9	57	65	132	9	4.8
2012_08_11 03:08:15	68.8	29.9	56.8	65.6	167	10	7.6
2012_08_11 03:16:04	68.4	29.9	56.3	65.2	155	10	4.2
2012_08_11 03:24:10	68.6	29.9	55.6	63.2	155	10	1.2
2012_08_11 03:32:58	68.4	29.9	55.2	62.8	153.4	10	7
2012_08_11 03:39:15	67.6	29.9	56.1	66.4	146.4	8	5.8
2012_08_11 03:45:31	67.1	29.9	55.1	65.2	145.2	8	2.2
2012_08_11 03:51:48	67.1	29.9	57	69.8	121	9	6
2012_08_11 03:58:10	67.2	29.9	57.9	72.2	101.4	12	8.6
2012_08_11 04:10:13	67.6	29.9	56.4	67.2	105.4	11	7.2
2012_08_11 04:16:31	67.6	29.9	55.8	65.8	106	11	4
2012_08_11 04:22:47	67.6	29.9	56.4	67.4	106	11	3
2012_08_11 04:29:04	67.5	29.9	57	69	102.4	11	5.6
2012_08_11 04:35:20	67.3	29.9	57.5	70.8	106.4	9	5.8
2012_08_11 04:41:37	67	29.9	56.7	69.6	113	9	5.4
2012_08_11 04:47:56	66.8	29.9	56.7	70	113	9	4
2012_08_11 04:54:12	66.8	29.9	56.7	70	113	9	1.2
2012_08_11 05:00:28	66.8	29.9	57.4	71.6	113	9	3.8
2012_08_11 05:06:45	66.8	29.9	58.3	74	113	8	6.2
2012_08_11 05:13:01	66.6	29.9	57.8	73.4	113.4	9	7.2
2012_08_11 05:19:18	66.2	29.9	57.2	72.6	115.4	9	6.2
2012_08_11 05:25:35	66.1	29.9	58	75	115.8	9	5.8
2012_08_11 05:31:53	66	29.9	58.3	76.2	116	9	6.4
2012_08_11 05:38:10	65.7	29.9	57.4	74.6	133.4	9	6.4
2012_08_11 05:44:26	65.4	29.9	57.2	74.8	137	9	5.6
2012_08_11 05:50:43	65.4	29.9	57.3	75	137	9	5
2012_08_11 05:57:00	65.3	29.9	57.3	75.2	137	9	5.6
2012_08_11 06:03:17	65.2	29.9	55.4	70.4	137	9	6.4
2012_08_11 06:09:33	65.2	29.9	54.3	67.8	137.6	10	7.8
2012_08_11 06:15:50	65.2	29.9	55.3	70.2	143.4	10	8.2
2012_08_11 06:22:06	65.3	29.9	54.8	68.8	144	10	6.8
2012_08_11 06:28:23	65.7	29.9	55.8	70.2	130	10	6.6
2012_08_11 06:34:40	65.9	29.9	56.8	72.6	134	8	6
2012_08_11 06:40:57	66.1	29.9	56.8	72	134	8	5.4
2012_08_11 06:47:19	66.1	29.9	57	72.4	133.4	8	5.8
2012_08_11 06:54:04	66	29.9	56.4	71.4	133	8	6
2012_08_11 07:01:53	65.6	30	56.5	72.4	129.6	9	7.8
2012_08_11 07:08:24	65.4	30	56.8	73.8	130	9	7
2012_08_11 07:14:41	65.4	30	55.8	71	130	9	5
2012_08_11 07:20:58	65.5	30	55.8	70.8	129.2	9	6.4
2012_08_11 07:27:15	65.3	30	56.4	72.8	128.4	9	7.4
2012_08_11 07:33:33	65.3	30	56.1	72.2	128	9	5.6
2012_08_11 07:39:50	65.6	30	56.1	71.4	127.8	8	6
2012_08_11 07:46:06	65.7	30	56.1	71	127	8	6.4
2012_08_11 07:52:23	65.8	30	55.9	70.4	127	8	5.2
2012_08_11 07:58:40	66	30	56.1	70.4	127	8	5
2012_08_11 08:04:57	66.1	30	55.9	69.8	127	7	4.8
2012_08_11 08:11:14	66.6	30	56.3	69.6	127	7	3
2012_08_11 08:17:31	66.7	30	56.5	69.6	127	7	4
2012_08_11 08:23:48	66.5	30	56.3	69.6	127	7	1.4
2012_08_11 08:30:06	67.1	30	56.6	68.8	127	7	0
2012_08_11 08:36:26	68.3	30	57.3	68	127	1	0
2012_08_11 08:42:43	69.8	30	57.9	65.8	127	1	0
2012_08_11 08:49:00	70.9	30	57.9	63.4	127	1	0
2012_08_11 08:55:17	71.7	30	58.3	62.8	127	1	0
2012_08_11 09:01:34	71.9	30	57.8	61.2	127	1	0
2012_08_11 09:20:38	71.3	30	58.5	64	127	1	0
2012_08_11 09:26:54	72.1	30	58.8	63	127	1	0
2012_08_11 09:33:11	72	30	58.3	62.2	127	1	0
2012_08_11 09:58:17	69.9	30	59.1	68.4	127	1	0
2012_08_11 10:04:34	69.9	30	59	68.2	127	2	0.2
2012_08_11 10:10:51	70.2	30	59	67.6	127	2	0.8
2012_08_11 10:17:08	70.5	30	58.6	66	127	2	0.6
2012_08_11 10:23:30	70.8	30	58.9	66.2	127	2	0
2012_08_11 10:29:47	71.4	30	58.9	64.6	127	2	0.2
2012_08_11 10:36:04	70.8	30	58.8	65.8	127	1	0
2012_08_11 10:42:21	70	30	58.9	67.8	127	1	0
2012_08_11 10:48:38	69.5	30	58.9	69.2	127	1	0
2012_08_11 10:54:57	69.5	30	59	69.4	127	1	0
2012_08_11 11:01:41	69.4	30	59.2	70	127	1	0.2
2012_08_11 11:08:52	69.3	30	59.4	70.6	127	1	0
2012_08_11 11:15:17	69.5	30	59.4	70.4	127	1	0
2012_08_11 11:21:36	69.5	30	59.7	70.8	127	1	0.2
2012_08_11 11:28:01	69.5	30	59.7	70.8	127	4	0.6
2012_08_11 11:34:18	69.7	30	59.7	70.4	127	4	0
2012_08_11 13:27:38	75	30	57	53.6	127	1	0
2012_08_11 13:33:55	74.8	30	57.8	55.4	127	1	0
2012_08_11 14:43:03	77.5	29.9	61.2	57.2	127	5	2
2012_08_11 14:49:34	77	29.9	60	55.8	127	5	0
2012_08_11 14:57:38	77.3	29.9	58.6	52.6	127	5	0
2012_08_11 15:04:07	77.4	29.9	61.4	57.8	127	5	2.2
2012_08_11 15:10:25	77	29.9	62.1	60	127	5	0.2
2012_08_11 15:16:41	76.9	29.9	62.4	61	127	5	0.6
2012_08_11 15:22:58	77.5	29.9	62.2	59.2	127	5	0.8
2012_08_11 15:29:15	77.4	29.9	64	63.4	9	6	3.6
2012_08_11 15:35:32	76.6	29.9	63.4	63.8	9	5	2.8
2012_08_11 15:41:50	76.7	29.9	63	62.8	9	5	0.6
2012_08_11 15:48:07	76.9	29.9	63	62.2	9	5	2.2
2012_08_11 15:54:24	77	29.9	64.3	65	329	7	4.2
2012_08_11 16:00:42	76.6	29.9	63.1	63	17	7	3
2012_08_11 16:06:59	76.9	29.9	63.5	63.2	206	5	4.2
2012_08_11 16:13:16	76.9	29.9	63.8	64	74.6	6	4.8
2012_08_11 16:19:33	77.1	29.9	63.6	63.2	138.8	6	4.2
2012_08_11 16:25:53	77.3	29.9	64.7	65.2	336	6	2.2
2012_08_11 16:32:11	77.3	29.9	64.8	65.4	335.6	6	2.6
2012_08_11 16:38:28	77.5	29.9	64.9	65.2	335.4	5	4
2012_08_11 16:44:45	77.3	29.9	64	63.6	335.2	5	3.4
2012_08_11 16:51:04	77.5	29.9	64.4	64.2	335.6	5	2.2
2012_08_11 16:57:22	77.6	29.9	64.9	65	335.4	5	3.4
2012_08_11 17:10:13	77.6	29.9	64.2	63.4	335.2	4	1.6
2012_08_11 17:16:29	77.7	29.9	65	65	313.2	7	4.8
2012_08_11 17:22:53	76.7	29.9	65.6	68.4	283	7	2.6
2012_08_11 17:29:09	76.8	29.9	66.7	71	280.2	7	4.4
2012_08_11 17:35:30	76.3	29.9	64.2	66.2	266	4	2.2
2012_08_11 17:41:47	76.5	29.9	65.4	68.4	274.8	5	3.6
2012_08_11 17:48:04	76.7	29.9	65.7	68.8	277	5	2.6
2012_08_11 17:54:22	76.5	29.9	65	67.8	277	5	3.6
2012_08_11 18:00:39	76.6	29.9	66.2	70.2	277	5	1.4
2012_08_11 18:06:58	76.9	29.9	65.2	67.4	277	2	0.6
2012_08_11 18:13:15	76.8	29.9	64	64.8	277	4	2.4
2012_08_11 18:19:33	76.9	29.9	64.8	66.2	277	4	1.6
2012_08_11 18:25:56	77.2	29.9	65.2	66.6	277	4	0.8
2012_08_11 18:32:20	77.4	29.9	65.1	65.8	277	4	0
2012_08_11 18:39:30	77.4	29.9	64.1	63.8	277	3	1.6
2012_08_11 18:46:12	76.6	29.9	62.9	62.6	277	3	2.4
2012_08_11 18:52:30	76.5	29.9	62.9	63	276.6	4	2
2012_08_11 18:58:55	77.1	29.9	61.3	58.2	276.8	4	2.2
2012_08_11 19:05:14	77.2	29.9	61.5	58.6	276.6	3	1.8
2012_08_11 19:11:32	77	29.9	63	62	252.2	4	3.2
2012_08_11 19:17:50	76.1	29.9	62.3	62.4	215	5	3.2
2012_08_11 19:24:07	75.7	29.9	62.7	64	215	5	2.8
2012_08_11 19:30:28	75.7	29.9	63.5	65.8	197.4	5	2.6
2012_08_11 19:36:48	75.6	29.9	64.1	67.6	187	4	2.6
2012_08_11 19:43:05	75.5	29.9	64.1	67.8	183.6	9	5.4
2012_08_11 19:49:23	76	29.9	62.9	63.8	154.2	12	9.6
2012_08_11 19:55:40	76.3	29.9	61.9	61.2	142	17	13.8
2012_08_11 20:01:58	76.2	29.9	61.1	59.6	141.6	18	15.8
2012_08_11 20:08:17	76.2	29.9	61.4	60.2	137.4	18	16
2012_08_11 20:14:35	75.9	29.9	61.9	61.8	148.2	18	14.4
2012_08_11 20:20:53	75.8	29.9	61.1	60.4	143.6	19	15.8
2012_08_11 20:27:10	75.6	29.9	61.1	60.6	148.4	19	15.8
2012_08_11 20:33:28	75.1	29.9	61.7	63	158.6	19	9.8
2012_08_11 20:39:47	74.8	29.9	60.8	61.6	154.4	15	12
2012_08_11 20:46:04	74.9	29.9	60.6	61	156.6	15	10.8
2012_08_11 20:52:22	74.8	29.9	60.8	61.8	150.2	15	10.6
2012_08_11 20:58:39	75	29.9	59.3	58.2	160.4	15	11.6
2012_08_11 21:04:59	74.6	29.9	59.4	59	172.6	16	13.4
2012_08_11 21:11:18	74.3	29.9	58.6	58	171.8	17	14.8
2012_08_11 21:17:35	74.1	29.9	58.7	58.6	175.4	19	15.4
2012_08_11 21:23:53	73.9	29.9	59.9	61.8	176	19	11.8
2012_08_11 21:30:10	74	29.9	64.2	71.4	144.8	19	6
2012_08_11 21:36:29	73.6	29.9	61.2	65.2	167	11	9.4
2012_08_11 21:42:50	73.6	29.9	57.6	57.4	158.2	11	8.2
2012_08_11 21:49:07	73.8	29.9	58.3	58.4	151.4	11	7.4
2012_08_11 21:55:24	73.9	29.9	60.5	62.8	148	11	4.2
2012_08_11 22:01:42	73.8	29.9	60.2	62.6	170	12	9.2
2012_08_11 22:07:59	73.5	29.9	58.6	59.6	169.2	14	11.4
2012_08_11 22:14:19	73	29.9	58.7	60.8	168.2	14	10.8
2012_08_11 22:20:37	72.6	29.9	58.7	61.8	163.4	14	10.4
2012_08_11 22:26:56	72.3	29.9	58.7	62.2	161	14	9.6
2012_08_11 22:33:35	72.1	29.9	58.4	62	164.8	14	11.4
2012_08_11 22:40:54	72.1	29.9	59.8	65.4	152.8	14	6.2
2012_08_11 22:47:14	72	29.9	59	63.6	154.6	14	7
2012_08_11 22:53:34	71.9	29.9	58.4	62.6	159	14	7
2012_08_11 22:59:53	72	29.9	59.5	64.8	157.4	14	6.2
2012_08_11 23:06:11	71.9	29.9	60.1	66.4	150.2	7	5.6
2012_08_11 23:12:28	71.6	29.9	60.4	67.8	140	8	6
2012_08_11 23:18:46	71.5	29.9	58.9	64.6	144	10	7.4
2012_08_11 23:25:07	71.2	29.9	57.8	62.6	157	10	7.8
2012_08_11 23:31:25	71.1	29.9	60.4	69	156.6	10	8.2
2012_08_11 23:37:42	70.8	29.9	59.3	67	153.8	10	8.2
2012_08_11 23:44:00	70.7	29.9	58.6	65.6	156.2	12	9
2012_08_11 23:50:18	70.7	29.9	59.1	66.8	155.6	12	8.6
2012_08_11 23:56:39	70.5	29.9	57.1	62.6	162	12	7.8
2012_08_12 00:02:56	70.3	30	57.8	64.6	162	12	6.6
2012_08_12 00:09:20	70.5	30	59.4	67.8	162	7	5.2
2012_08_12 00:15:37	70.7	30	59.2	67	162	8	7.2
2012_08_12 00:21:56	70.5	30	58.2	65.2	140.6	12	8.2
